Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value,Sources
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/7/15,8/7/15,0.062424148,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/8/15,8/8/15,0.061328638,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/9/15,8/9/15,0.06490722,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/10/15,8/10/15,0.03913898,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/11/15,8/11/15,0.037416092,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/12/15,8/12/15,0.044056714,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/13/15,8/13/15,0.046102897,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/14/15,8/14/15,0.043985174,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/15/15,8/15/15,0.050879023,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/16/15,8/16/15,0.055154338,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/17/15,8/17/15,0.0583756,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/18/15,8/18/15,0.040555055,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/19/15,8/19/15,0.04020447,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/20/15,8/20/15,0.04045589,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/21/15,8/21/15,0.040788622,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/22/15,8/22/15,0.051168411,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/23/15,8/23/15,0.046217627,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/24/15,8/24/15,0.046263267,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/25/15,8/25/15,0.025548693,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/26/15,8/26/15,0.02753083,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/27/15,8/27/15,0.025277751,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Mauritania,,cubic meters per cubic meters,daily,8/28/15,8/28/15,0.029818596,"SMOS,Gro Intelligence"
