Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value,Sources
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/6/15,11/6/15,0.059413371,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/7/15,11/7/15,0.059123065,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/8/15,11/8/15,0.059998345,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/9/15,11/9/15,0.059494557,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/10/15,11/10/15,0.058531562,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/11/15,11/11/15,0.059672854,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/12/15,11/12/15,0.059477023,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/13/15,11/13/15,0.052161196,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/14/15,11/14/15,0.05384691,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/15/15,11/15/15,0.05325754,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/16/15,11/16/15,0.051858068,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/17/15,11/17/15,0.051681997,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/18/15,11/18/15,0.048105908,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/19/15,11/19/15,0.05122583,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,Chad,,cubic meters per cubic meters,daily,11/20/15,11/20/15,0.051213053,"SMOS,Gro Intelligence"
