Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value,Sources
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,7/28/15,7/28/15,0.251882604,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,7/29/15,7/29/15,0.236925537,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,7/30/15,7/30/15,0.256822268,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,7/31/15,7/31/15,0.257672198,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/1/15,8/1/15,0.234550581,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/2/15,8/2/15,0.235507965,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/3/15,8/3/15,0.233220949,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/4/15,8/4/15,0.230790056,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/5/15,8/5/15,0.159984682,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/6/15,8/6/15,0.235336846,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/7/15,8/7/15,0.244368076,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/8/15,8/8/15,0.242240095,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/9/15,8/9/15,0.251988537,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/10/15,8/10/15,0.2538354,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/11/15,8/11/15,0.226806299,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/12/15,8/12/15,0.206403322,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/13/15,8/13/15,0.206072356,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/14/15,8/14/15,0.219194592,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/15/15,8/15/15,0.20670657,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/16/15,8/16/15,0.186393587,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/17/15,8/17/15,0.234739264,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/18/15,8/18/15,0.236481887,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/19/15,8/19/15,0.216623583,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/20/15,8/20/15,0.219349393,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/21/15,8/21/15,0.215391746,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/22/15,8/22/15,0.271505451,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/23/15,8/23/15,0.268612722,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/24/15,8/24/15,0.226431816,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/25/15,8/25/15,0.210013504,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/26/15,8/26/15,0.208858808,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/27/15,8/27/15,0.210512621,"SMOS,Gro Intelligence"
